comment,date,stars
"Uber began as a very reputable alternative to other livery services, however, that has changed. Rates are quoted as one amount and billed higher. The drivers are miserable, some of them actually hit their female customers. Uber's customer service is literally non-existent and with the exception of booking a car, all of their online services are at best horrible.","Sept. 11, 2017",3.0
"Uber is great as long as you are traveling by yourself or with someone over age 4. If you're a single mom with a baby there are ZERO cars that offer baby seats. You are expected to lug a seat with you which is horrible if you are trying to go out shopping or something. You can't exactly lug around a giant car seat. Single moms need an option too. There also aren't many women drivers, I have only seen one.","Sept. 11, 2017",5.0
"Rates are very reasonable. Pickup times are pretty prompt. However, sometimes they come early then charge for wait time and a few times I had to wait on them. Cars are usually very clean and comfortable. Drivers are not always chatty so it depends on preference if you like to talk or not, BUT they are concentrating on GPS etc. One driver I had didn’t stop for stop signs and he must have thought the signs said ROLL.","Sept. 10, 2017",5.0
"Uber sucks big time and simply laugh at all complaints. They only care about making money, at the expense of the drivers and riders. Uber should be put out of business permanently.","Sept. 10, 2017",1.0
"I was charged 208 Rand and received a receipt to reflect that amount. Then, I was subsequently charged an additional 60 Rand with no additional receipt or support for the adjustment. When I checked the Uber App, it shows a consolidated charge of 268 Rand, but conveniently state that the receipt is unavailable. Customer Service has not been helpful and have yet to provide me with any documentation to support the adjusted fare. Uber has progressively gotten worse over the years, so this is the last straw for me. They need to understand that they are no longer the only low-cost option and improve their customer service.","Sept. 9, 2017",1.0
Same of your drivers have different things in their car. All drivers should care some extra things but I have always been happy with the service.,"Sept. 9, 2017",5.0
"I've used Uber many times in the past but I would never use Uber now! Many times I have been billed for rides where the driver literally drove right by me, and I'd have to call for another ride. You are automatically billed $5 if you miss your pickup. INSANITY! The procedure to get your $5 back that has literally been stolen from you is so time-consuming. It simply isn't worth the bother. I already had an unsatisfactory opinion of Uber - before all the HORRIBLENESS that they are today, June 13th 2017... So I'd say, try to catch a Lyft with someone else!","Sept. 9, 2017",2.0
I haven't had a problem with Uber until now. I ride Uber religiously to work every morning. I purchase their Uber gift card from their app's website. I always purchase a new one before the old runs out so that I have continuous funds. On Sept the 6th I started having major problems. I ride Uber now in the evenings to a new job about 2.26 miles. I currently have a gift card on file on Sept 6 for 50.00 and some change. I took Uber to work that evening but when I got ready to request the ride home it stated I had an outstanding balance of 1.20 cent from my ride to work that evening. I thought that's not right. I have over 50.00 on the gift card last purchased. Here I was at night outside my job trying to figure out where the mistake was. ,"Sept. 8, 2017",1.0
"I suddenly became very ill at work. I usually take the bus home, but was too ill to do that. I got on my phone and saw that many Uber vehicles were already circling my block at work, so a vehicle arrived promptly, before I could even come down on the elevator. The driver was a woman who was a previous healthcare worker, and she assured me that I could relax, and not to worry. If I got sick she could take care of me. Talk about customer service! She was so kind, I immediately felt better.","Sept. 8, 2017",5.0
"Both Uber vehicles were not clean, old and uncomfortable. Although no tip was required I offered and they accepted. Not overly pleased with the rides.","Sept. 8, 2017",4.0
"I started using Uber about four months ago. My first two rides went perfectly. I was able to state where I was located, as well as the two locations that I wanted to go to. However, the third time that I wanted to use Uber, I was no longer able to put in two locations, just one. I didn't realize that at that point, and only realized it once a driver was driving me to my primary location. My driver was amazing enough to drive me to my second location; as thanks for this, I paid him with the few dollars that I had in my wallet.","Sept. 7, 2017",1.0
Uber is very convenient and reasonable. I have used it often and have only been disappointed once. That time the driver took a longer route to my house. I rated the driver low and Uber contacted me right away and modified my trip charge!,"Sept. 7, 2017",5.0
"The first time I used Uber was in SF. Several times they were fantastic, then NYC that was not as great but still very good. Just took longer in NYC and not as friendly.","Sept. 7, 2017",5.0
"Uber is great because I have used it in India, Singapore and got great rates in the US too. They have special deals and I wish they had more of those because it makes it so much competitive with the mass transit.","Sept. 6, 2017",4.0
"Uber is a scam and a pyramid scheme! They always find new and ingenious ways to rip off their drivers, riders and even their own employees. I hope they crash and burn.","Sept. 6, 2017",1.0
"Recently I took an Uber from Ft Lauderdale airport to Miami International Airport and I was told that the cost was going to be $37. However when I received my PayPal invoice, it stated that I was charged $48. It made me upset because that seemed like a price gouge that I'm noticing that Uber does. I was probably better off catching a regular taxi. Since then I have not used Uber and probably won't use it again!","Sept. 5, 2017",2.0
"When my wife died a few states away the Sunday before Thanksgiving 2016, I needed to get home to NJ. They were awful at Newark Airport. Some drivers came ""disguised"" as UBER drivers and would not take me where I NEEDED to go. Nor were some of them UBER drivers to begin with. 2 Drivers put me & luggage in car, pulled away from EWR, asked where to, heard where to and said, ""Sorry, get out."" They are never available in Suburbia late at night and very early AM.","Sept. 5, 2017",3.0
"The Uber drivers that we used were OK. One was creepy and the other two ladies were nice. The one thing they all had in common, they were SLOW. They drive way below the speed limit and I felt like I was never going to get to my destination.","Sept. 4, 2017",3.0
"I have used Uber all over the world and it has always been prompt and convenient, as well as cheaper than a standard taxi. The drivers have always been polite and some have also been more friendly. I do have reservations about many aspects of the so-called gig economy and feel a little guilty when I use services such as Uber, but I cannot fault the service I have received as a customer.","Sept. 4, 2017",5.0
At first there was an issue with my charges... I was in the wrong and very nasty with Uber’s cust service. Because I felt I was being ripped off. I said I will sleep on it and voila... first thing in the morning not only was the correct amount adjusted to my bank but it was less than what I thought. Way to go Uber. I stand corrected and I will not only recommend your service to my friends and colleagues but I will use your services AGAIN when I need a ride… Plus you taught patience to an old pushy dog. Lol great job and will be contacting you guys soon!!! Thank you.,"Sept. 3, 2017",5.0
"I've taken Uber only half a dozen times, and all but one were pleasant experiences. The unpleasant experience went beyond the pale however. I probably could have contacted Uber during the ride and I'm sure arrangements would have been made to care for the problem, as their customer service has always been stellar. All told, Uber has been a lifesaver on those occasions I didn't want to drive.","Sept. 3, 2017",4.0
I have used Uber as a passenger and I am a part-time driver with them. I get outstanding rating and comments from my passengers. I would like to see more of the drivers I get also really care about the passenger they are transporting (me).,"Sept. 3, 2017",5.0
It was my first time using the service and I found it to be quite convenient. The app was easy to use. I was able to download it and then order the car quickly. The car arrived when they said it would and being able to track the location of the car before it arrived was cool. Paying in advance was also convenient since it meant you knew the cost of the ride beforehand and the price didn't change for slow traffic or anything else.,"Sept. 2, 2017",4.0
"For the most part, Uber is convenient and fast. Need a way to tip. 1 driver with road rage, but very much the exception. Still way better vetting than taxis.","Sept. 2, 2017",4.0
"This was one old, small, worn out Uber vehicle for an hour trip to the airport. Ft Collins to Denver airport. But the driver was friendly and drove safely.","Sept. 2, 2017",3.0
Used Uber while in Boston MA. Driver was excellent and knew his way around during peak driving time after work. We used Uber 3 times and always got to our destination on time.,"Sept. 1, 2017",5.0
"I have used Uber many times, and each time I have been exceedingly pleased. The drivers were prompt, courteous, and professional. I highly recommend Uber.","Sept. 1, 2017",5.0
"Great for the rider, they get quick service. Poor pay for the drivers due to a flooded market. No concern given to the fact that if you hire too many drivers there will not be enough riders to make the trips worth your time and fuel.","Aug. 31, 2017",3.0
"The experience with Uber is entirely dependent on the driver. One driver took excellent care of me while another driver almost left me off miles from my destination in an industrial park, not a hotel. I threatened to call the police.","Aug. 31, 2017",3.0
"Please, please use Lyft or a cab service. Uber is just awful. I had a driver verbally abuse me this morning, so I asked Uber for a full refund. They gave me a $5 credit, and basically said they don't think my situation warrants a full refund. Clearly this company supports abusive drivers over their customers. I will NEVER be using their services again.","Aug. 30, 2017",1.0
"I needed Uber when moving to Mexico City for work. I created an account and put in debit card, credit card, and PayPal accounts. Uber said the cards were invalid and that they could not connect to Paypal. I checked with my banks to make sure they had accepted the validation amounts sent by Uber. Uber NEVER contacted either bank to verify my cards. When speaking to Uber, they refused to address this issue. They merely told me how to add a payment method. As far as the PayPal problems, they just ignored that.","Aug. 28, 2017",1.0
"Hi. For 4 days - we have been trying to change a phone number on an existing UBER account, to no avail (also lost 4 days of discount from a coupon that we had for that account). No access to a LIVE person - all done with automated responses that did not address our inquiries. Shame - they started off so well, and then - unjustified cancellation fees, technological issues, lack of customer support and so much more.","Aug. 28, 2017",1.0
"I left my phone in the Uber. I could not log in to my account because Uber needs multi factor authentication, meaning they were sending codes to the lost phone. *facepalm*. Because why else would I need to log into my Uber account from another device... So I tracked my phone to its location. Politely asked for my phone back and was refused. Though it was not the driver that picked me, he also ""just happened"" to be another Uber driver.","Aug. 28, 2017",1.0
I had purchased a $50 Uber gift card thru the phone app and used my debit card. There was a problem with email addresses and changed phone numbers so that my son did not get the monies I paid for. I had to wait for the funds to reappear as Uber had to merge email accounts. 3 weeks and still nothing. There is NO LIVE SUPPORT. LINKS IN EMAILS ARE DEAD ENDS. The phone # 855.741.1209 is a third party and cannot verify app ecard purchases. I have left many messages for a call back... nothing.,"Aug. 25, 2017",1.0
I had to request a pickup several times since the drivers were waiting for it to be midnight for the price surge. They were cancelling my pickup and I was getting charged for the cancellation. The next day the driver said she couldn't find me although the next driver had no issues. I was again charged a cancellation fee. The unprofessional driver hung up on me when I was giving specific directions trying to make it easier to find me. I was visiting LA and staying in Santa Monica. These experiences somewhat soured my trip.,"Aug. 22, 2017",1.0
"I've spent a total of 3 hours over 8 days trying to install UBER on my phone. I type in my phone number and it asks me for my password. Seems pretty simple. I type in my password and I'm told it's the incorrect password. I know this to not be true, so I try again, more carefully and still get the incorrect password message. I type in the email address associated with my password and am told it's not the correct email address. I try and reset my password and fall into an infinite loop that doesn't give me a response. ","Aug. 21, 2017",1.0
"I prepaid $100 on the Uber app to ensure that I had no problems while traveling. On 7/30/17 I attempted to prearrange a pickup for the following day at 0700 for a 0900 class that was essential to upgrade my professional license. I was unable to schedule a pick up and received the message ""request failed, please enter new payment method."" I contacted UBER help who assured me that they were having trouble with prearranged services and should have no problem the following morning. ","Aug. 17, 2017",1.0
I recently took an Uber and was checking my trips the next day and see that I was being charged a cleaning fee of $150. My driver's name was Michael and picked me up in Delray Beach Florida and dropped me off in Boca Raton Florida. The ride cost $18.42. When I asked Uber through the Uber help I was advised I was being charged a cleaning fee. I then received pictures of vomit that was on the seat and the floor. This was something that I absolutely did not do. I have asked that the community manager in my area call me and I have not received any response. These pictures that were submitted were not from me. I feel violated and feel nothing I can do but dispute these charges with my bank.,"Aug. 17, 2017",1.0
"I requested an UberX, and was told he'd arrived, ""Will ** (Willie)""... I made my way outside only to find him gone. I checked my App to see if he'd canceled, only to find that I was ""on my way"". How could that be, if I was still home. I emailed Uber about this situation, Harsh ** asked for details. I responded providing screenshots, and after 3 hours of waiting and hearing nothing, I was told they wouldn't be issuing a refund because based on the trip details, it ""looks like the trip took place""... SMH, WTF. I even offered to provide a picture of myself, and asked them to contact the driver about whom he picked up, but to no avail. Thoroughly disgusted with Uber.","Aug. 16, 2017",1.0
"Unable to retrieve phone left in Uber car in 30 days of nonstop attempts. Surely, I am not the only one who has left their phone after leaving a party and surely, I am not the only one who greatly depends on their phone!!! No customer service at all.","Aug. 15, 2017",1.0
"I'm a driver. I drove several times this past weekend 8/10-8/13. I had several rides that were surges. Customers even told me their ride was a surge. Now after all is said and done, Uber doesn't want to pay me my correct pay. This is not the first time this has happened to me. I'm just now tired of fighting with them in giving me money they owe me. Be warned if you decide to be a driver for Uber. They will short you your pays and you will continue to get scripted replies from someone in another country.","Aug. 15, 2017",1.0
"I never knew there is going to be such difficult task to contact Uber's customer service about an issue me and my husband had. In fact there is no customer service per se but a critical safety response line which wasn't much of the help in our problem. What happened is that my husband left in Uber his wallet with all his documents, id cards, credit cards, pictures etc. He really got stressed out about it a lot, we contacted Uber through an app right away as we were not able to reach the driver. You must know that you really can't reach the driver even though the Uber app would transfer your call to him. The driver never picked up his phone nor there was a voicemail set up so we could leave a message. From Saturday night until Monday night we didn't know anything about the lost wallet. At least he could call back or e-mail us that he found or didn't find it.","Aug. 15, 2017",1.0
"I finally caved and opened an account with UBER in order to take a ride from Hallandale to the Fort Lauderdale Airport to fly home. I was under the impression that the first ride was free, but I could not find the place to enter the code. Nevertheless, I was picked up and dropped off for a charge of $17.94. Once at the gate, I thought I would go back into the app and learn about it, and perhaps discover where to enter promo codes. That's when I saw that a second charge of $97.94 had been applied. To make a long story short, and after a number of back and forth emails with UBER, it seems that my driver Yuniel, who could not speak a word of English, claimed that my dog (which I do not have) had urinated all over his seats. The UBER reply after the fourth email included photos.","Aug. 15, 2017",1.0
"I live in San Francisco (city) and have been using Uber for about two years. About six months ago I had the first issue with two drivers that I had to report for violations. My score has always been 5 stars until then, but Uber is allowing drivers to leave a negative rating for riders that have reported them or left a negative feedback due to unprofessional, rude, dangerous behavior. My score dropped to 4.85 because of that. Yesterday afternoon I correctly and honestly paid for two seats (me and my spouse), and when the driver arrived the car only had one seat available. When we asked him to cancel the ride, he denied our request multiple times and stared at us in a creepy way. When he heard we were going to contact Uber immediately, he left us on the sidewalk with bags and kept on making us pay for a ride we weren't benefitting of.","Aug. 14, 2017",1.0
"Uber charged my card for a ride that did not take place. I was notified by my bank of an Uber charge on a weekend during which I never left home. Attempting to contact Uber by phone, or submit a fraudulent statement via their website both proved impossible. The last Uber contact number would not recognize my phone number. Their website would not permit the required screen shot of the fraudulent bank transaction. Ultimately, I resorted to closing the card, reasoning if it happened once, it will certainly happen again. Shame on you Uber.","Aug. 13, 2017",1.0
"First off. Almost impossible to try and find a way to send in a technical question. Once I got someone they totally misunderstood my issue. Then assigned it a ""RESOLVED"" tag (when it WASN'T!!!), then discontinued contact. NEVER HAD MY ISSUE RESOLVED AND NOW THEY WONT RESPOND. This company is WAY TOO DIFFICULT to deal with. Giving up. Just gonna stick with Yellow Taxis from now on.","Aug. 13, 2017",1.0
"I was recently in Seattle for a fun trip. Used Uber several times without a problem. But then all of a sudden they charged me $250 out of nowhere to which they never did respond. But thank God my bank denied that fee. Then I asked for a ride, they cancelled on me, yet said I was not at the location I requested, then charged me $5 for a cancelled ride, NOT!!! And trying to contact customer service is a joke, to say the least. I have not used Lyft yet but will now be checking that out. Uber is a big rip off be careful out there!!!","Aug. 12, 2017",1.0
"Attempting to schedule a ride with Uber using their app failed 6, 8 or more times because the app could not verify the card security code on the back of the three credit cards I had entered into the app. I was returning home from shopping with frozen goods and was relying on Uber to get home. After several failed attempts, I noticed that Uber had shifted into surge pricing and then into a still higher surge pricing. I finally was able to schedule a ride. However I believe I drove up my own rate because I had requested so many rides until the app took hold. I have asked Uber to investigate my concern and have not heard back from them, and my original message has been deleted.","Aug. 10, 2017",1.0
"I'm a Uber driver and I took a couple of riders happens to be a husband and wife. When I picked up the riders, the women (wife) was badly intoxicated and sitting on a sidewalk. It was my first time so I didn't know what will happen next. I picked them up from LA and we're headed to Torrance at 1 am. By the time I nearly got to their destination, the wife threw up in my car. The husband helped catch the puke onto his shirt but since it's liquid, most of the throw up soaked into my back leather seat and couldn't do anything about it. I did completed the trip to their home and they got out of the car. ","Aug. 10, 2017",1.0
"I have been an Uber passenger multiple times with no problems. When there is a problem there is no one to help. I ask for a phone number and they say they have no phone support. Just email. I was charged double what was stated and my Uber account had me going to a different destination than what I went to. I emailed multiple times with a reply saying ""resolved"". That is the price. I don't think so. No one really read my complaints. I kept emailing until my last email said ""sorry your ride was more than 30 days out, closed"". I have emailed several more times with no response. Uber is right... always, they won't listen to you and customer support stinks! My 16 dollar trip as stated on the app was $33.00. Final!","Aug. 8, 2017",1.0
"UBER does not care about drivers and their vehicles!!! For most issues, they have people responding in the Philippines (initially they say ""We are offshore""), who are trained to use initially prepared ready texts. Those guys do not disclose any unique info like employee ID, ext., initials etc., imitate work on the issue, imitate care, imitate responsibility. Every time a different person responds under the veil of anonymity. You can't talk to a manager. Their system is designed to discourage drivers to resolve their issues, to confuse them and distance them. On top of all, UBER doesn't want to be sued. They want arbitration! UBER also doesn't like class action measures! How is this possible that in the USA the government allows an american corporation to play games with people and avoid responsibility?","Aug. 8, 2017",1.0
"ON 7/30/17 I was in Oregon alone on a trip at the University needing a ride to PDX to get home to CA. I chose Uber over Lyft because they had a driver available and the time of arrival worked for me, I was to arrive at 5:11 to the airport PDX which would have been plenty of time. But with him getting lost to me looking for gas. And me having to use the app to guide him to my pick up locations I ended up being 45minutes late which therefore made me miss my plane. I'm sorry. This is unacceptable from Uber, feeling helpless at the time and that was not what I was quoted. My time that you gave me was to ARRIVE at 5:11 to PDX that gave me 1:35 min to catch my flight I WAS 45 minutes late!","Aug. 8, 2017",1.0
I had bought an Uber card so I will have a way to work for pretty high amount! I was allowed to use the card at first but then I cannot use it anymore. I try to go through customer service but it's no good. They run you around in circles and they took money out of my account after I bought the credits. They tell you to do this and do that and once you do it is still do not work! The Uber card is a scam! I really didn't want to put a star because it is 0 stars for me.,"Aug. 5, 2017",1.0
I feel compelled to let people know they are not the only one seeing hidden charges show up after a ride. I recently was in Boston and actually ran down the street to get in the car early so the driver did not have to stop up further in heavier traffic and was charged a wait time charge? How the heck does that work? No response from Uber yet as just wrote to them. The driver was very nice and a good ride to my destination but that fee is so pumped up just to make more money and I was right at the door of the address I put in that Uber agreed to pick me up at for $14 ride.,"Aug. 5, 2017",2.0
"A ride with exact same origination and destination with the similar traffic condition and driver availability situation usually taking around $38 now is being charged around $62, and the driver does not get any of the extra charged amount. UBER is naming whatever price they want without supporting facts, and the customer service is extremely horrible, one of them even marked the issue resolved without any content in reply. Please be caution, don't take the ride if the up front showing price on your UBER app is a rip off.","Aug. 3, 2017",1.0
"I have honestly lost track of the number of times I have had a frustrating experience with this company. It's got to be at least 10 at this point, within the past year. Each time I attempt to resolve the problem by contacting them through their website, as there is no option to speak with a human being. The process of attempting to communicate with them is, every single time, another giant frustration. I had decided to just stop using their services, as there are many better choices out there (thank you Lyft), but was recently enticed by an email I got offering unlimited $5 rides for a month. I decided to buy the ""pass"" for $5, which would then ""unlock"" the $5 rides. I just arrived home to see that I have been charged $17 for a ride which showed up in the app as being $5. And so I found myself, yet again, writing another disgruntled email, to try to remedy the situation. Please save yourself the trouble and use a different taxi service.","Aug. 3, 2017",1.0
"I contacted Uber for a ride, August 2, 2017, at about 9:00 PM. The first was a no show. The driver notified me that he could not pick me up. But, I was charged a $5.00 fee! Could not contact Uber to protest this charge. I will never use Uber again.","Aug. 3, 2017",1.0
"I have only been able to successfully use the app once. Whenever I have tried to get a ride it says ""check your connection"". It never seems to have a problem with my connection when it comes to excessively texting me messages, urging me to become a driver or remembering my credit card information. I never requested info to become a driver, only a rider. When I went online to contact ""customer service"", my only option was to fill in a generic field box.","Aug. 2, 2017",1.0
It's August 2nd here in Dallas Texas and it is raining very hard. I called for an Uber ride to go to an ortho appointment that I have at Parkland Hospital. I was involved in horrific accident in January and my leg was nearly severed and it was saved from being amputated. I've been in a wheelchair for months today was my first to leave the house without a wheelchair or a walker to go to an appointment. It was pouring rain and the driver pulled up.,"Aug. 2, 2017",1.0
"I am an active user of Uber and so, when I saw the service was available in France during my recent vacation, I used Uber rather than a taxi. I left my iPhone in an Uber last Thursday in Bordeaux. I immediately tried to log in to my account and contact the driver but apparently, because I was in another country, they required I provide a verification code - which was sent to my phone, which was in the Uber driver's car. My friend, who is also an Uber user, contacted Uber through her app to file an inquiry on my behalf. We have no less than 10 emails from Uber customer service, a different person each time, asking me/her to file an inquiry online - which would always lead to the service sending a verification code to the phone.","July 31, 2017",1.0
"In Kadubeesanahalli at 11.00 AM on 31/07/2017, in front of 'Prestige Tech Park' the Uber driver hit my vehicle from right side. I stepped down to find out why he did that. I asked him ""when there is lot of space why you hit my car?"" He replied saying, ""I want to go to the left edge of the road immediately so I hit your vehicle. If I hit your vehicle you will stop so I can go the left edge of the road to drop my passengers."" This is how the Uber drivers are. Uber is encouraging and teaching their drivers to hit and kill people in order to drop their passengers on time. We are on one way road. He at least does not know that it is one way. He says ""this is two way so I can go to any direction that I want."" Very strange people on earth. This is how the social responsibility of the Uber is. Great organization.","July 31, 2017",1.0
"Uber took me to another city 900km away in less than a minute and without me even leaving my home. Got charged more than $200 for a trip that I did not order or took! Never leave your card information in the app, and check the app regularly to ensure you are not a victim of a fraud.","July 31, 2017",1.0
Uber car service is selective on certain customers in offering flat fare packages deals. If you're a customer that normally spends 15 or more you will never be offered it. I however was accidentally offered it with another 25% off all rides package and when I tried to accept that one it would not let me. I contact customer service they told me to prove it was offered which was really horrible to even go through and I screen shot it and sent it to them. They apologize and said they was sold out and I would receive it on the next month. Not. Again my friend that barely catch Uber was offered it again and I'm with this 25% mess. Uber get lost. They also give one price then when the driver gets lost hike your price. You have to screen shot it before the ride start.,"July 30, 2017",1.0
My uber driver stole my money out of my account. 47 dollars. His name was Michael. License plate **. Be careful he will charge you extra. My ride came up to 7 dollars and they will make up things to take out money out of your account. Uber is very unprofessional.,"July 29, 2017",1.0
"I'm driving for uber, of course as idea uber is a very unique company but bottom line it is taxi company. Only in taxi companies drivers may be non professionals but in uber company I can't see anything that american. Number one being unique company it's not enough to be the great company, and bet is very dirty cheating company, and they cheat not only customers, they cheat drivers, and that automatically mean they cheat government. I warn every customer, driver check your trips mileage and time and compare with charges and you will be surprised that is not matching reality, some small some big but it will be different. Even small different is cheating and if you may multiply that cheating to quantity of trips daily it will be millions, monthly will be billions. Is this is American way? I don't think so.","July 29, 2017",1.0
I waited at the same spot at the airport. Car was 7 minutes away. I waited for 15 minutes until the car arrived. Yet Uber charged me waiting time!! The charge was very small but this is a question of principle and honesty. Is this due to improper reporting by driver and if so how can I correct this erroneous reporting. If it is Uber making a mistake how can I get this corrected? It is very difficult to contact Uber about customer issues. I have been an avid Uber rider but from now on I will look for other options.,"July 29, 2017",1.0
I used the Uber ride and secured Uber pool for the price of $18 and change. When I receive the receipt for the ride it was for $22 and change. I contacted Uber about the error and they insisted the price on the receipt was correct. This was clearly a case of price switching that Uber does not want to take responsibility for. Not to mention that the driver got lost several times using Uber's map system and I had to use the google app on my phone to get the driver pointed in the correct direction. Uber customer service was absolutely no help in this incident at all.,"July 29, 2017",1.0
"I have had several issues with Uber especially their navigation when a 10 minute ride with any other service takes 25 minutes to an hour because of their application. I had my last straw yesterday as I requested an Uber that was three minutes away only to stand and wait for 25 minutes. Of course Uber only gives you two minutes to cancel so almost every time this is the case, the extra charge of almost a dollar is certainly a scam as they probably are adding this to many unknowing customers and making a lot of money on this. I don't always pay attention to the email receipts that come in. ","July 28, 2017",1.0
"I purchased an Uber gift card in the amount of $25.00 for my son to use. He tried to redeem it, however Uber asked him for a credit card which he does not have... Hence, me buying the Uber gift card for him. In an attempt to satisfy Uber's request, I purchased another gift card for $25.00 thinking this could act as the secondary. Instead the Uber app requested my son provide credit card info again. So, I finally caved and provided a credit card to my son as a back-up payment to satisfy Uber's request. They made such a mess in my account that the bank automatically shut my card down. ","July 28, 2017",1.0
I have had several recent issues with Uber. I requested an Uber in New Orleans and the driver never showed up. I followed the route and according to the driver they picked my husband and I up and dropped us off at our destination. This did NOT happen. We never received our ride but were charged for the ride nonetheless. When I contacted Uber about being charged but not receiving the ride they stated that the driver checked in and said the ride was given. We were left stranded and never received the ride.,"July 27, 2017",1.0
"I was going on vacation and called Uber, the driver showed up. I opened the door to acknowledge him and start to take out the suitcase. Before I took out the first suitcase the driver left and then charged me a fee. The second driver showed up and said he didn't know how to get to the airport so he too left and charged a fee. Finally I called Lyft and they showed up. However, they kept charging my card while I was in Scandinavia.","July 26, 2017",1.0
Driver passed me up then showed her on her way back then all of a sudden nothing. By cancelling it wanted to charge me 5.00$. Lost a ton of time and now I have to miss work. Because I didnt pick up my car before closing. Your driver just cost me a days work. Not happy!!! Lic plate#**.,"July 25, 2017",1.0
"We got Uber last night literally 4 miles total. The uber driver was confused since his phone said error and he was like I have never seen that before, we asked him to stop and reset, he didn't as we pulled up to the house it said I was going from Jacksonville Florida to CA and the trip amount was over $5000. I immediately told the driver you need to fix this ASAP. He hit trip end and it showed $7.15 which is still high. I look at my bank account and Uber took out $250, I sent them a dispute and received an email back ""this email isn't associated with your account."" WHAT??? I have only one email... and proceeded to screen shot everything. I had to call my bank and dispute charges, This is still not resolved and closing my account","July 24, 2017",1.0
The company is unprofessional period. They don't care about safety. The people who talk to u sound like they're automated or reading a script. They do not care about u at all. The money is not worth it. The company scams you out of money with the gas card which is crap. Do not work here it's not worth it. A lot of people are leaving it.,"July 24, 2017",1.0
"On 07/22/2017 around 11 PM or so, I scheduled an Uber to pick me up for work at 6:30 AM. Now, I have done this many times before when I need an early morning ride. Never had a problem until now, At 6 am on 07/23/2017 I received a text to be ready 5 minutes before scheduled pick up. Next, text was an alert that an Uber driver was 9 minutes away. Then, I received a text message from the Uber driver asking me questions. The first one was ""are you at 349?"" I responded, ""No, 345."" The next text was where are you going may I ask?"" I stated to work at Meijer on North Weber. The conversation continued. ""You need to cancel cause I am 25 minutes away."" Now, I am looking at the map and the icon of where the driver is, THIS MAN IS APPROXIMATELY 2.5 MILES DOWN THE STREET FROM ME! The driver continues with, you need to cancel right now and you will not be charged. (Lie # 2) I said no not canceling I will be charged 5.00. You cancel.","July 23, 2017",1.0
"$187.00 in gift cards not usable! I have deposited 2 gift cards after a loss of my leg and needed a way to go to the doctor's office! That was 3 weeks ago and they refuse to address the issue. The answer is ""just pay for it with your debit card, we are unable to fix it at this time."" The plan thief of $287.00 in gift cards!","July 22, 2017",1.0
"We were visiting Chicago and decided to give Uber a try to get around town. On Monday, 7/17/17, I requested a ride through the Uber app from our hotel to the Roselle Metra train station and Uber responded that a driver was on the way with the make of the car, driver name (Hans), and arrival time of 10:07 am. We waited and Hans did not show up at our hotel, but the app showed he was waiting for us at our hotel and the trip was finally cancelled by Uber and we were charged a wait fee. We had to send another request for an Uber pick up and the driver arrived and got us to the train station, but we were late for the train due to the first Uber driver not showing up at the correct location and had to wait an hour for the next train.","July 21, 2017",1.0
"Our first trip on Uber (New York) was satisfactory. The driver was prompt and price was reasonable. The second trip resulted in two $5 overcharges after THEY cancelled our ride twice. Reading these reviews shows that overcharging is a common practice for Uber. We found both drivers to be pleasant and capable, and this review is not directed toward them. We will not use Uber again.","July 21, 2017",1.0
Your drivers that took me to and from Canoe are either a) stupid b) lying or c) honest that you APP told them to take me MILES out of my way to and from my favorite restaurant. Drive there I was taken through Brookhaven and Buckhead AND she took me on TWO side streets to rack up the miles. Drive back? She told me your APP told her to get OFF the I85 to travel through Buckhead. I had to TELL HER directions so I would not spend the night in her car. I want a FULL refund for both trips. I was 1/2 hour late for my dinner appointment. SCAM! Check out the GPS. Unbelievable. GPS it for yourself. Should I really have to give directions and WTF on the miles?,"July 21, 2017",1.0
"Today I pick customer up but I wait the 4 minute but he not come out so I did call to him. He not hold the phone so I did cancel it. He come out after I did cancel. I did said call Uber again because I did cancel because rider is no show. He told me that uber is cut money $11 his account. But whenever driver did cancel, uber not pay any money because driver is cancel. I did show to rider I already cancel and I show my account cancel is $ 0.00 so not get any money from customer if I did cancel. Customer need to call uber and refund money.","July 20, 2017",1.0
"Uber charged me for faults in their mapping system. I was charged Rs.50 in excess when I booked through UberPass. My fault - I asked the driver to drop me at the front gate of my office when Uber mapping system was showing the drop location as the back gate (Exit only). The funniest part is that to reach the back gate I had to go 1 km extra. So I was literally charged extra for saving my time, the driver's time and fuel. I understand that computers can be faulty at times. But when I contacted customer care the human (I assume) gave me the same script. What is the point of having a human out there if they don't understand logic?","July 19, 2017",1.0
"While staying in Champions Gate, FL, my daughter and friend got an Uber estimate into Orlando at $28 and the return estimate was $28. The first driver took them for the 30 minute drive and dropped them at Church Street after 11 pm. The return driver picked them up around 1 am and brought them back to the hotel 30 minutes and the charge was $63 and stated that it took an hour and 30 minutes. On the map you can see the drive around Buena Vista which was unnecessary. If you know Orlando, you know it's a straight shot on I 4. I drove I 4 that day and there was no construction. It took two emails to get an answer from Uber and they were all over the place with their excuses. Made no sense because it was a straight shot there and a straight shot back. I have used Uber many times but no more. I will use Lyft or go back to old fashioned taxis. How can this business survive with no real customer service?","July 19, 2017",1.0
