dealer_name,contact,address
"Hobdy, Dye & Read, Inc. - Columbia","Sales Department, info@hdrtractors.com","1122 Campbellsville Rd., Columbia, KY 42728, 
, 
, 
"
H&R Agri-Power - Morganfield,"Sales Department, nathan.kenady@hragripower.com","1464 US Highway 60 West, Morganfield, KY 42437, 
, 
, 
"
H&R Agri-Power - Mayfield,"Sales Department, nathan.kenady@hragripower.com","843 E Broadway, Mayfield, KY 42066, 
, 
, 
"
H&R Agri-Power - Hopkinsville,"Sales Department, nathan.kenady@hragripower.com","4900 Eagle Way, Hopkinsville, KY 42241, 
, 
, 
"
Erb Equipment Company - Paducah,"Brian Fields, brianfields@erbequipment.com","6115 US Highway 45 South, Paducah, KY 42002, 
, 
, 
"
"Hobdy, Dye & Read, Inc. - Hardinsburg","Sales Department, info@hdrtractors.com","1410 Hwy. 261 South, Hardinsburg, KY 40143, 
, 
, 
"
Erb Equipment Company - Owensboro,"Brian Fields, brianfields@erbequipment.com","315 Worthington Rd., Owensboro, KY 42301, 
, 
, 
"
"Hobdy, Dye & Read, Inc. - Scottsville","Sales Department, info@hdrtractors.com","261 Burnley Road, Scottsville, KY 42164, 
, 
, 
"
"Hobdy, Dye & Read, Inc. - Cave City","Sales Department, info@hdrtractors.com","302 Happy Valley St., Cave City, KY 42127, 
, 
, 
"
"Hobdy, Dye & Read, Inc. - Bowling Green","Sales Department, info@hdrtractors.com","5317 Nashville Road, Bowling Green, KY 42101, 
, 
, 
"
Craigmyle Farm Equipment - Owenton,"Monty Craigmyle, sales@craigmylefarmeq.com","6790 Hwy. 127 N, Owenton, KY 40359, 
, 
, 
"
Dixon Farm Equipment - Murray,"Andy Jackson, andy.dixonfarms@gmail.com","2253 Crossland Road, Murray, KY 42071, 
, 
, 
"
Bridgeport Equipment & Tool - Wurtland,"Sales Department, bneville@bridgeportequip.com","9127 US 23, Wurtland, KY 41144, 
, 
, 
"
Boyd Cat - Paducah,"Brad Weisheit, Regional Sales Manager, Brad_weisheit@whayne.com","1600 North 8th Street, Paducah, KY 42001, 
, 
, 
"
Boyd Cat - Mayfield,"Holly Richardson, HollyRichardson@BoydCat.com","123 Pioneer Industrial Drive, Mayfield, KY 42066, 
, 
, 
"
Boyd Cat - Pikeville,"Holly Richardson, HollyRichardson@BoydCat.com","359 S. Lanks Branch, Pikeville, KY 41501, 
, 
, 
"
Boyd Cat - Lexington,"Brad Weisheit, BradWeisheit@BoydCat.com","195 Lisle Industrial Avenue, Lexington, KY 40511, 
, 
, 
"
Boyd Cat - Middletown,"Holy Richardson, HollyRichardson@BoydCat.com","610 N. English Station Road, Middletown, KY 40223, 
, 
, 
"
Boyd Cat - Hopkinsville,"Holly Richardson, HollyRichardson@BoydCat.com","211 Commerce Court, Hopkinsville, KY 42240, 
, 
, 
"
Boyd Cat - Elizabethtown,"Holly Richardson, HollyRichardson@BoydCat.com","312 Peterson Drive, Elizabethtown, KY 42701, 
, 
, 
"
Boyd Cat - Ashland,"Holly Richardson, HollyRichardson@BoydCat.com","12251 US 60, Ashland, KY 41102, 
, 
, 
"
Boyd Cat - Louisville,"Holly Richardson, HollyRichardson@BoydCat.com","1400 Cecil Avenue, Louisville, KY 40211, 
, 
, 
"
Boyd Cat - Corbin,"Holly Richardson, HollyRichardson@BoydCat.com","2200 S. Kentucky Avenue, Corbin, KY 40701, 
, 
, 
"
"SunSouth, LLC - Foley","Sales, Store Manager, lblackmon@sunsouth.com","14733 State Hwy. 59 S, Foley, AL 36535, 
, 
, 
"
Boyd Cat - Bowling Green,"Brad Weisheit, Regional Sales Manager, Brad_weisheit@whayne.com","390 High Rail Way, Bowling Green, KY 42101, 
, 
, 
"
Boyd Cat - Columbia,"Holly Richardson, (502) 424-6912, HollyRichardson@BoydCat.com","110 Boyd Dr., Columbia, KY 42728, 
, 
, 
"
Ag-Pro Ohio - Flemingsburg,"Sales, THickerson@agproco.com","2699 Morehead Road, Flemingsburg, KY 41041, 
, 
, 
"
"SunSouth, LLC - Andalusia","Sales, Store Manager, awise@sunsouth.com","16607 US Hwy. 84, Andalusia, AL 36421, 
, 
, 
"
"SunSouth, LLC - Dothan","Sales, Store Manager, mcox@sunsouth.com","168 Ross Clark Circle, Dothan, AL 36303, 
, 
, 
"
"SunSouth, LLC - Demopolis","Sales, Sales, rladuron@sunsouth.com","1181 Macnamara Road, Demopolis, AL 36732, 
, 
, 
"
"SunSouth, LLC - Brundidge","Sales, Store Manager, bboyd@sunsouth.com","8285 Hwy. 231 North, Brundidge, AL 36010, 
, 
, 
"
"SunSouth, LLC - Abbeville","Sales, Sales Manager, tward@sunsouth.com","809 Columbia Road, Abbeville, AL 36310, 
, 
, 
"
"SunSouth, LLC - Clanton","Sales, Store Manager, rhayes@sunsouth.com","1009 7th Street South, Clanton, AL 35046, 
, 
, 
"
"SunSouth, LLC - Auburn","Sales, Sales Manager, mallen@sunsouth.com","1780 East Glenn Ave., Auburn, AL 36830, 
, 
, 
"
"Smith Tractor Company - Atmore, AL","Dewayne Williams, dwilliams@smithtractorco.com","8974 Hwy. 31, Atmore, AL 36502, 
, 
, 
"
"Smith Tractor Company - Frsico City, AL","Dewayne Williams, dwilliams@smithtractorco.com","8974 hwy 31 N., Frisco City, AL 36504, 
, 
, 
"
"Peek Equipment, Inc. - Athens","Thomas Peek, peekequipment@gmail.com","15708 U.S. 72, Athens, AL 35611, 
, 
, 
"
e-Ag of North Alabama - Meridianville,"Lee Hauck, Sales , gpahauck@gmail.com","3003 Walker Lane, Meridianville, AL 35750, 
, 
, 
"
"Atlantic & Southern Equipment, LLC - Mobile","Sales Department, john_hoffmann@atlanticandsouthern.com","6499 Rangeline Road, Theodore, AL 36582, 
, 
, 
"
Beard Equipment Co. - Mobile1,"Francis Kane, fkane@beardequipment.com","2840 East I-65 Service Road N, Mobile, AL 36617, 
, 
, 
"
Clanton Tractor & Equipment - Clanton,"Jarrad Bates, jarradbates@clantontractor.com","909 7th Street South, Clanton, AL 35045, 
, 
, 
"
H&R Agri-Power - Tanner,"Sales Department, nathan.kenady@hragripower.com","7809 US Highway 31 South, Tanner, AL 35671, 
, 
, 
"
"Don Allison Equipment, Inc. - Arley","Angie  Abercrombie, VP , angie_daei@yahoo.com","233 Melville Road, Arley, AL 35541, 
, 
, 
"
"Atlantic & Southern Equipment, LLC - Birmingham","Sales Department, john_hoffmann@atlanticandsouthern.com","2350 Alton Road, Birmingham, AL 35210, 
, 
, 
"
Ag-Pro LLC - Snead,"Kenneth  Williams, Store Manager, kwilliams@sneadag.com","87221 Hwy. 278, Snead, AL 35952, 
, 
, 
"
"Atlantic & Southern Equipment, LLC - Dothan","Sales Department, john_hoffmann@atlanticandsouthern.com","1923 Kinsey Road, Dothan, AL 36303, 
, 
, 
"
Ag-Pro LLC- Gadsden,"Sales Department, WGadsdenGM@agproco.com","1301 West Meighan Blvd. , Gadsden, AL 35901, 
, 
, 
"
Ag-Pro LLC - Piedmont,"Sales Department, WPiedmontGM@agproco.com","613 N Main St, Piedmont, AL 36272, 
, 
, 
"
Ag-Pro LLC - Oxford,"Justin  Lackey, Store Manager/Sales, WOxfordGM@agproco.com","2208 AL Hwy. 21, Oxford, AL 36204, 
, 
, 
"
Ag-Pro LLC - Guntersville,"Sales Department, WGuntersvilleGM@agproco.com","2205 Henry Street, Guntersville , AL 35976, 
, 
, 
"
Ag-Pro LLC - Centre,"Jody  Longshore, Store Manager/Sales, WCentreGM@agproco.com","1050 Chestnut Byp., Centre, AL 35960, 
, 
, 
"
Ag-Pro LLC - Fort Payne,"Derek  Whisenant, Store Manager/Sales, WFortPayneGM@agproco.com","12227 Hwy. 35, Fort Payne, AL 35968, 
, 
, 
"
"Washington Tractor, Inc. - Snohomish","Kevin Walters, leadgen@washingtontractor.com","3305 Bickford Ave., Snohomish, WA 98290, 
, 
, 
"
"Washington Tractor, Inc. - Sumner","Kevin Walters, leadgen@washingtontractor.com","2700 136th AVE CT E., Sumner, WA 98390, 
, 
, 
"
"Washington Tractor, Inc. - Yakima","Kevin Walters, leadgen@washingtontractor.com","3110 Fruitvale Blvd., Yakima, WA 98902, 
, 
, 
"
"Washington Tractor, Inc. - Quincy","Kevin Walters, leadgen@washingtontractor.com","731 F Street SE, Quincy, WA 98848, 
, 
, 
"
"Binkley & Hurst, LP - Dayton","Brandon Auville, brandon.auville@binkleyhurst.com","7517 Rushville Road, Dayton, VA 22821, 
, 
, 
"
Virginia Tractor - Manassas,"Sales Department, manassasgeneral@vatractor.com","10413 Dumfries Road, Manassas, VA 20110, 
, 
, 
"
James River Equipment - Harrisonburg,"Sales Department, webinfo@jamesriverequipment.com","1332 Garbers Church Rd., Harrisonburg, VA 22801, 
, 
, 
"
James River Equipment - Lacrosse,"Sales Department, webinfo@jamesriverequipment.com","38431 Highway 58, Lacrosse, VA 23950, 
, 
, 
"
Armitage Equipment - Meeker,"Brad Armitage, Sales, mark@armitageequipment.com","347175 Hwy. 62 East, Meeker, OK 74855, 
, 
, 
"
Shaw Farms - Ridgely,"Trey Shaw, treyshaw@hotmail.com","118 Gratio Road, Ridgely, TN 38080, 
, 
, 
"
"Tri-County Equipment Sales & Service, Inc. - Crossville","Link Cox, Sales, link@tri-countycompanies.com","1099 Industrial Blvd, Crossville, TN 38555, 
, 
, 
"
Virginia Tractor - Orange,"Sales Department, general@vatractor.com","12524 James Madison Hwy., Orange, VA 22960, 
, 
, 
"
Valley Tractor & Equipment - Riceville,"Ryan Shamblin, Sales , valleyequipment.ryan@gmail.com","3645 Hwy. 11 S., Riceville, TN 37370, 
, 
, 
"
Abby Farms - Abbotsford,"Roger Weideman, abbylandfarms@hotmail.com","911 E Spruce St, Abbotsford, WI 54405, 
, 
, 
"
Lindsey Equipment - New Milford,"Hunter Farr, hfarr@lindseyequipmentus.com","309 Main Street, New Milford, PA 18834, 
, 
, 
"
"Hoober, Inc. - Chambersburg","Kevin  Vandervort, kvandervort@hoober.com","975 S Main Street, Chambersburg, PA 17201, 
, 
, 
"
Hol-Tan Farm - Meshoppen,Sales,"835 State Route 3007, Meshoppen, PA 18630, 
, 
, 
"
Messick's - Elizabethtown,"Sales Department, sales@messicks.com","187 Merts Drive, Elizabethtown, PA 17022, 
, 
, 
"
Zimmer Tractor - Monroe,Sales Department,"461 Breaden Dr, Monroe, OH 45050, 
, 
, 
"
Ag-Pro Ohio - Hillsboro,"Sales, jparry@agproco.com","6720 US 50 W, Hillsboro, OH 45133, 
, 
, 
"
Reitzel Tractor LLC - Edon,"Kenny Reitzel, Owners, farming@reitzels.com","11977 State Highway 49, Edon, OH 43518, 
, 
, 
"
"L & H Tractor Sales, Inc. - Caldwell","Bonnie Clark, sales@landhtractor.com","43380 Marietta Road, Caldwell, OH 43724, 
, 
, 
"
Wood County Implement (FIC Dealerships) - Bowling Green,"Jeff Maas, Sales, jmaas@woodcountyimp.com","13051 Kramer Road, Bowling Green, OH 43402, 
, 
, 
"
Wellington Implement - Wellington,"Ag Sales, sales@wellingtonimplement.com","625 South Main St., Wellington, OH 44090, 
, 
, 
"
Ricer Equipment - Lucasville,"Sales, info@ricerequipment.com","49 Good Manor Road, Lucasville, OH 45648, 
, 
, 
"
Lindsey Equipment - Mansfield,"Hunter Farr, hfarr@lindseyequipmentus.com","845 Route 660, Mansfield, PA 16933, 
, 
, 
"
"Zimmerman Farm Service, Inc. - Bethel","Sales Department, jay@zimmermanfarmservice.com","180 School Road, Bethel, PA 19507, 
, 
, 
"
Wyandot Tractor (FIC Dealerships) - Upper Sandusky,"Bruce Kuenzli, Sales, bkuenzli@wyandottractor.com ","10264 County Highway 121, Upper Sandusky, OH 43351, 
, 
, 
"
Wellington Implement - Medina,"Tom  Stannard, tom.stannard@wellingtonimplement.com","6080 Norwalk Road, Medina, OH 44256, 
, 
, 
"
Tawa Equipment Sales - Ottawa,"Chris Roof, treeservice@tawatree.com","1131 Sugar Mill Dr., Ottawa, OH 45875, 
, 
, 
"
Sterling Farm Equipment - Sterling,"Conrad  Amstutz, sterlingsale@embarqmail.com","13893 Kauffman Ave., Sterling, OH 44276, 
, 
, 
"
Progressive Dairy Systems - Columbiana,"Sales Depatment, sales@progressivedairysystems.com","3990 State Route 14, Columbiana, OH 44408, 
, 
, 
"
Russ Farm Equipment - Jackson,"Sales Department, ryanruss1979@gmail.com","7690 OH-139, Jackson, OH 45640, 
, 
, 
"
Wellington Implement - Ashland,"Ag Sales, sales@wellingtonimplement.com","1145 Cleveland Avenue, Ashland, OH 44805, 
, 
, 
"
Tiffin Ag & Turf (FIC Dealerships) - Tiffin,"Mark Clark, Sales, mail@tiffinag.com ","2000 West County Road 54, Tiffin, OH 44883, 
, 
, 
"
Sterling Farm Equipment - Wooster,"Conrad Amstutz, Sales Manager, sterlingsale@embarqmail.com","6131 Ashland Rd., Wooster, OH 44691, 
, 
, 
"
Randall Brothers - Holgate,"Sales Department, randallbrothers@gmail.com","30361 Defiance Ayersville Rd., Holgate, OH 43527, 
, 
, 
"
Progressive Ag Rentals - Leetonia,"Kelvin Martin, proagrentals@gmail.com","419 State Route 558, Leetonia, OH 44431, 
, 
, 
"
Polen Implement - Elyria,"Cheri Heath, marketing@polenimplement.com","42255 Oberlin Elyria Rd, Elyria, OH 44035, 
, 
, 
"
Ohio Ag Equipment - Washington Court House,"Sales Department, truppelli@ohiocat.com","1515 US-22, Washington Court House, OH 43160, 
, 
, 
"
Parrott Implement Co. - Richwood,"Sawyer Parrott Scott Beckett, Salesperson, sales@parrottimplement.com","396 E Blagrove St., Richwood, OH 43344, 
, 
, 
"
Paul Martin & Sons - Napoleon,"Doug Martin, sales@martinequipment.net","14854 Co Rd U, Napoleon, OH 43545, 
, 
, 
"
Ohio Ag Equipment - Upper Sandusky,"Sales Department, truppelli@ohiocat.com","1820 E Wyandot Ave, Upper Sandusky, OH 43351, 
, 
, 
"
Ohio Ag Equipment - Millersburg,"Sales Department, truppelli@ohiocat.com","1597 S Washington Street, Millersburg, OH 44654, 
, 
, 
"
Ohio Ag Equipment - Salem,"Sales Department, truppelli@ohiocat.com","39821 Salem Unity Road, Salem, OH 44460, 
, 
, 
"
Ohio Ag Equipment - Napoleon,"Sales Department, truppelli@ohiocat.com","OH-109, Liberty Center, OH 43532, 
, 
, 
"
Norvin Hill Machinery - Greenwich,"Jay Zimmerman, norvinhill93@gmail.com","4497 Edwards Rd., Greenwich, OH 44837, 
, 
, 
"
Northwest Tractor Co. (FIC Dealerships) - Ottawa,"Tony Schroeder, Sales, tschroeder@nwtractorcon.com","799 US 224, Ottawa, OH 43431, 
, 
, 
"
Ohio Ag Equipment - Broadview Heights,"Sales Department, truppelli@ohiocat.com","3993 E Royalton Rd, Broadview Heights, OH 44147, 
, 
, 
"
Morris & Sons Farms LLC - Xenia,"Jared Morris, jmorris4020@gmail.com","869 State Route 68 South, Xenia, OH 45385, 
, 
, 
"
North Star Hardware & Implement Co. - North Star,"Kevin  Selhorst, Owner, kevin@northstarimplement.com","169 S Main St., North Star, OH 45350, 
, 
, 
"
Morrison Farms - Smithville,Richard Morrison,"8094 Eby Road, Smithville, OH 44677, 
, 
, 
"
"Miner's Tractor Sales, Inc. - Rootstown","Stephen Miner, President, steve@minerstractor.com","6941Tallmadge Road, Rootstown, OH 44272, 
, 
, 
"
"Mayer Farm Equipment, LLC - Jeffersonville","Dale Mayer, Advertising Coordinator, dale@mayerfarmequipment.com","1812 State Route 734, Jeffersonville, OH 43128, 
, 
, 
"
"West Plains, Inc. - Beach","Bern Zachmann, Sales Manager, bzachmann@westplains.com","350 4th Street NE, Beach, ND 58621, 
, 
, 
"
Valley Plains Equipment - Jamestown,"Sales Dept., araap@valleyplainsequipment.com","600 20th Street SW, Jamestown, ND 58401, 
, 
, 
"
West River Equipment - Mandan,"Jeremy Or Delvin, sales@westriverequipment.com","1417 39th Ave, Mandan, ND 58544, 
, 
, 
"
Mast Tractor Sales LLC - Winesburg,"Jon Mast, masttractor@aol.com","2491 US 62, Winesburg, OH 44624, 
, 
, 
"
"West Plains, Inc. - Bowman","Jason Ruggles, Sales Manager, jdruggles@westpains.com","14454 86th Street SW, Bowman, ND 58623, 
, 
, 
"
"West Plains, Inc. - Hettinger","Jason Ruggles, Sales Manager, jruggles@westplains.com","107 4th Street S, Hettinger, ND 58639, 
, 
, 
"
Valley Plains Equipment - Valley City,"Sales Dept., araap@valleyplainsequipment.com","1416 E Main Street, Valley City, ND 58072, 
, 
, 
"
"West Plains, Inc. - Dickinson","Tom Folske, Sales Manager, tom.folske@westplains.com","3484 I-94, Dickinson, ND 58601, 
, 
, 
"
LandPro Equipment - E. Palestine,"Kay Mangus, mhaungs@landproequip.com","49290 State Route 14, East Palestine, OH 44413, 
, 
, 
"
Koenig Equipment - Tipp City,"Sales Department, tippcity@koenigequipment.com","6595 County Road 25A, Tipp City, OH 45371, 
, 
, 
"
Koenig Equipment - Greenville,"Sales Department, greenville@koenigequipment.com","5155 Children's Home - Bradford Road, Greenville, OH 45331, 
, 
, 
"
"Krystowski Tractor Sales, Inc.- Wellington","Larry  Krystowski, Sales, sales@krystowskitractor.com","47117 State Route 18 W, Wellington, OH 44090, 
, 
, 
"
Koenig Equipment - Germantown,"Sales Department, germantown@koenigequipment.com","2535 Dayton Pike, Germantown, OH 45327, 
, 
, 
"
Koenig Equipment - Urbana,"Sales Department, urbana@koenigequipment.com","3130 E US Highway 36, Urbana, OH 43078, 
, 
, 
"
Koenig Equipment - Oxford,"Sales Department, oxford@koenigequipment.com","5736 College Corner Pike, Oxford, OH 45056, 
, 
, 
"
Koenig Equipment - Lebanon,"Sales Department, lebanon@koenigequipment.com","956 W Main Street, Lebanon, OH 45036, 
, 
, 
"
Koenig Equipment - Botkins,"Sales Department, botkins@koenigequipment.com","306 North Main St., Botkins, OH 45306, 
, 
, 
"
Koenig Equipment - Anna,"Sales Department, anna@koenigequipment.com","16240 County Road 25A, Anna, OH 45302, 
, 
, 
"
Kenn-Feld Group - Wauseon,"Salesperson, kfgused@kfgllc.net","1335 North Shopp Ave.  , Wauseon, OH 43567, 
, 
, 
"
Kenn-Feld Group - Van Wert,"Sales Department, kfgused@kfgllc.net","10305 Liberty Union Road , Van Wert , OH 45891, 
, 
, 
"
Kenn-Feld Group - Archbold,"Sales Department, kfgused@kfgllc.net","1701 S Defiance St, Archbold, OH 43502, 
, 
, 
"
Kenn-Feld Group- Napoleon,"Sales Department, kfgused@kfgllc.net","20 Interstate Dr, Napoleon, OH 43545, 
, 
, 
"
Kenn-Feld Group Coldwater,"Sales Department, kfgused@kfgllc.net","5228 State Route 118, Coldwater, OH 45828, 
, 
, 
"
Kenn-Feld Group - Edgerton,"Sales Department, kfgused@kfgllc.net","2773 US Highway 6, Edgeton, OH 43517, 
, 
, 
"
J Star Equipment - Greenwich,"Brad Fennewald, Owner, jstarequip@gmail.com","265 Township Road 1381, Greenwich, OH 44837, 
, 
, 
"
Jim's Farm Equipment - Gallipolis,"Sales Department, jimsfarm@suddenlinkmail.com ","2150 Eastern Ave, Gallipolis, OH 45631, 
, 
, 
"
"Homier & Sons, Inc. - Payne","Ben Homier, Sales, Homierservice@frontier.com","119 N Hyman , Payne, OH 45880, 
, 
, 
"
"Kale Marketing, Inc. - Richwood","Scott Jerew, scottjerew@kalemktg.com","14830 Miller Road, Richwood, OH 43344, 
, 
, 
"
Frankart Farms,"Sales, frankart@metalink.net","2017 Road 18, Continental, OH 45831, 
, 
, 
"
"Homier & Sons, Inc. - Continental","Kim Okuley, Sales, kaokuley@tds.net","21133 State Route 613 , Continental, OH 45831, 
, 
, 
"
"Farmers Equipment, Inc. - Lakeview ","Eric Pease, Equipment Sales, epease@farmerseq.com","13833 US-33, Lakeview, OH, OH 43331, 
, 
, 
"
"Evolution AG, LLC - Utica","Dave Shipley, Sales Principal/General Manager, robz@evolutionag.com","3934 Johnstown Utica Rd., NE, Utica, OH 43080, 
, 
, 
"
"Farmers Equipment, Inc. - Elida","Max Moeller, Ag Sales, mmoeller@farmerseq.com","6008 Elida Road , Elida, OH 45807, 
, 
, 
"
"Evolution AG, LLC - Upper Sandusky","Dave Shipley, robz@evolutionag.com","10751 Co. Hwy. 122, Upper Sandusky, OH 43351, 
, 
, 
"
"Evolution AG, LLC - Plain City ","Sales Department, Principal/General Manager, robz@evolutionag.com","13275 US Route 42 , Plain City , OH 43064, 
, 
, 
"
"Evolution AG, LLC - Lisbon","Mike Zehentbauer, General Manager/Parts Manager, robz@evolutionag.com","33170 State Route 172, Lisbon, OH 44432, 
, 
, 
"
Findlay Implement Co. (FIC Dealerships) - Findlay,"Sales, tmarquart@findlay-imp.com","1640 North Ridge Road, Findlay, OH 45840, 
, 
, 
"
"Holgate Implement Sales, Inc. - Holgate","Jeff Stober, jeff.stober@gmail.com","109 N Keyser Street, Holgate, OH 43527, 
, 
, 
"
"Farmers Equipment, Inc. - Urbana","Jon Studebaker, Ag Sales, jstudebaker@farmerseq.com","1749 E US-36, Urbana, OH 43078, 
, 
, 
"
"Evolution AG, LLC - Delaware","Don Rister, General Manager/Sales, robz@evolutionag.com","5565 State Route 37 East, Delaware, OH 43015, 
, 
, 
"
"Evolution AG, LLC - Circleville","Mark Essman, Sales Manager, robz@evolutionag.com","21224 US Rt. 23 North, Circleville, OH 43113, 
, 
, 
"
Drost Office - Weston,"Lawrence  Drost, CALL FOR APPOINTMENT, drostoffice@gmail.com","PO Box 351, Weston, OH 43569, 
, 
, 
"
"Buckeye Application Sales & Service, LLC, - Continental","Todd Dible, tdible@buckeyeapplication.com","17852 State Route 613, Continental, OH 45831, 
, 
, 
"
D&J Sales & Service - Cadiz,"John Jones, djsalescadiz@gmail.com","38175 Cadiz Piedmont Road, Cadiz, OH 43907, 
, 
, 
"
Bridgeport Equipment & Tool - Bidwell,"Sales Department, bneville@bridgeportequip.com","668 Pinecrest Drive, Bidwell, OH 45614, 
, 
, 
"
Boyd Cat - Jackson,"Holly Richardson, HollyRichardson@BoydCat.com","1477 Mayhew Road, Jackson, OH 45640, 
, 
, 
"
C.H.E. Inc. - London,"Sales Department, keith@che-inc.com","275 West High Street, London, OH 43140, 
, 
, 
"
Bridgeport Equipment & Tool - Marietta,"Sales Department, bneville@bridgeportequip.com","15 Acme Street, Marietta, OH 45750, 
, 
, 
"
Buckeye Farmers - Eaton,"Brent Eyler, Sales, beyler@buckeyefarmers.com","6548 Monroe Central Road, Eaton, OH 45320, 
, 
, 
"
Bay Tractor & Turf (FIC Dealerships) - Gibsonburg,"Bruce  Stone,  Sales, mail@baytractor.net","4558 County Road 137, Gibsonburg, OH 43431, 
, 
, 
"
Underwood Farm Supply & Truck Repair,"Paul Cabrera, ufs@westriv.com","93 Lincoln Ave, Underwood, ND 58576, 
, 
, 
"
"Bane-Welker Equipment, LLC - Wilmington","Sales Department, amy.bane@bane-welker.com","3025 Progress Way, Wilmington, OH 45177, 
, 
, 
"
Valley Plains Equipment - Hunter,"Sales Dept., araap@valleyplainsequipment.com","501 Main St., Hunter, ND 58048, 
, 
, 
"
Valley Plains Equipment - Galesburg,"Sales Dept., araap@valleyplainsequipment.com","207 Prairie Ave. E, Galesburg, ND 58035, 
, 
, 
"
Valley Plains Equipment - Hillsboro,"Sales Dept., araap@valleyplainsequipment.com","202 6th St Sw, Hillsboro, ND 58045, 
, 
, 
"
True North Equipment - Grafton,"Salesman, sgorder@truenorthequipment.com","14854 Hwy. 17, Grafton, ND 58237, 
, 
, 
"
True North Equipment - Grand Forks,"Salesman, sgorder@truenorthequipment.com","5101 Gateway Drive, Grand Forks, ND 58203, 
, 
, 
"
True North Equipment - Northwood,"Salesman, sgorder@truenorthequipment.com","2905 5th Ave. NE, Northwood, ND 58267, 
, 
, 
"
"Bane-Welker Equipment, LLC - Eaton","Sales Department, amy.bane@bane-welker.com","1980 US Route 35 East, Eaton, OH 45320, 
, 
, 
"
"Bane-Welker Equipment, LLC - Georgetown","Sales Department, amy.bane@bane-welker.com","9762 US 68, Georgetown, OH 45121, 
, 
, 
"
Apple Farm Service - Mechanicsburg,"Sales Team, kholmescov@applefarmservice.com","12446 East State Route 29, Mechanicsburg, OH 43044, 
, 
, 
"
Apple Farm Service - Botkins,"Sales Team, kholmescov@applefarmservice.com","19161 Kentner Rd., Botkins, OH 45306, 
, 
, 
"
Apple Farm Service - Covington,"Sales Team, kholmescov@applefarmservice.com","10120 W Versailles Rd., Covington, OH 45318, 
, 
, 
"
"Anderson Tractor Supply - Bluffton, OH","Jessie  Anderson, jesse@andersontractorinc.com","20968 Township Road 51, Blufftown, OH 45817, 
, 
, 
"
Ag-Pro Ohio - Zanesville,"Sales, TMiller@agproco.com","4394 North Point Dr. , Zanesville, OH 43701, 
, 
, 
"
Ag-Pro Ohio - Wilmington,"Sales, TMiller@agproco.com","750 US 68N , Wilmington, OH 45177, 
, 
, 
"
Ag-Pro Ohio- Washington Court House,"Sales, TMiller@agproco.com","1662 US 62 SW, Washington Court House, OH 43160, 
, 
, 
"
Ag-Pro Ohio - Wooster,"Sales, wwoostergm@agproco.com","7762 Cleveland Road, Wooster, OH 44691, 
, 
, 
"
Ag-Pro Ohio - North Royalton,"Sales, wnorthroyaltongm@agproco.com","11204 Royalton Road, North Royalton, OH 44133, 
, 
, 
"
Ag-Pro Ohio - St. Clairsville,"Sales, wsaintclairsvillegm@agproco.com","47690 Reservoir Road, St. Clairsville, OH 43950, 
, 
, 
"
Ag-Pro Ohio - New Albany,"Sales, MMurphy@agproco.com","5740 Zarley Street , New Albany, OH 43054, 
, 
, 
"
Ag-Pro Ohio - New Philadelphia,"Sales, wnewphiladelphiagm@agproco.com","2239 State Street SE, New Philadelphia, OH 44663, 
, 
, 
"
Ag-Pro Ohio - Mt. Vernon,"Sales, wmountvernongm@agproco.com","496 Harcourt Rd., Mt. Vernon, OH 43050, 
, 
, 
"
Ag-Pro Ohio - Marion,"Sales, TMiller@agproco.com","219 Columbus - Sandusky Road N, Marion, OH 43302, 
, 
, 
"
Ag-Pro Ohio - Monroeville,"Sales, wmonroevillegm@agproco.com","13 Fort Monroe Ind. Parkway, Monroeville, OH 44847, 
, 
, 
"
Tractor & Equipment Co. - Williston (West),"Customer Service Specialist, aginfo@tractorandequipment.com","14078 West Front Street, Williston, ND 58801-8624, 
, 
, 
"
"Ag-Pro Ohio - London, OH","Sales, TMiller@agproco.com","1660 US 42 NE, London, OH 43140, 
, 
, 
"
Tractor & Equipment Co. - Williston (North),"Customer Service Specialist, aginfo@tractorandequipment.com","221 Niehenke Street, Williston, ND 58801-9092, 
, 
, 
"
Ag-Pro Ohio- Lancaster,"Sales, TMiller@agproco.com","1200 Delmont RD SW, Lancaster, OH 43130, 
, 
, 
"
Ag-Pro Ohio - Mansfield,"Sales, wmansfieldgm@agproco.com","2715 W Fourth St., Mansfield, OH 44906, 
, 
, 
"
Titan Machinery - Titan Outlet Store,"Don Aberle, don.aberle@titanmachinery.com","644 East Beaton Drive, West Fargo, ND 58078, 
, 
, 
"
Titan Machinery - Wahpeton,"Sales, leadmanagement@titanmachinery.com","7955 179th Ave. SE, Wahpeton, ND 58075, 
, 
, 
"
Titan Machinery - Northwood,"Sales Department, leadmanagement@titanmachinery.com","104 Hwy 15 W, Northwood, ND 58267, 
, 
, 
"
Titan Machinery - Wishek,"Sales Department, leadmanagement@titanmachinery.com","117 N Centennial St., Wishek, ND 58495, 
, 
, 
"
Titan Machinery - Minot,"Sales Department, leadmanagement@titanmachinery.com","5015 Hwy. 2 East, Minot, ND 58701, 
, 
, 
"
Titan Machinery - Jamestown,"Sales Department, leadmanagement@titanmachinery.com","1810 26th Avenue SW, Jamestown, ND 58401, 
, 
, 
"
Titan Machinery - Mandan,"Sales Department, leadmanagement@titanmachinery.com","2123 Memorial Hwy., Mandan, ND 58554, 
, 
, 
"
