address,area,book_table,can_order_via_zomato,cost_for_two,cuisine,delivery_reviews,dining_reviews,discount,featured_in,has_menu_available,location,min_amnt_for_discount,rating,res_link,rest_name,rest_type,review_rating,reviews
" Spice Rest, Hongasandra Road, Bommanahalli, Bangalore",Bommanahalli,0,No,Rs. 500,Kerala,949,,,,1,,,3.8,https://www.zomato.com/bangalore/the-village-hotel-1-bommanahalli-bangalore,"The Village Hotel
                                    ",Kerala,"3.0,4.0,5.0,5.0,5.0",
 Delivery Only,Indiranagar,0,Yes,Rs. 400,"North Indian,, ,Mughlai,, ,Street Food",26,,10,,1,,,3.9,https://www.zomato.com/bangalore/break-fast-express-indiranagar-bangalore,"Break Fast Express
                                    ",North Indian,"5.0,5.0,5.0,5.0,5.0","Break Fast Express,This outlet is delivery based kitchen,I ordered puri with kadhai panner , it has six puri's and good amount of kadhai panner which was very delicious. ,The food was quite healthy,Delivered on time in a good packaging,Price was affordable,Must try,Food 5/5 ,Service 5/5,Overall experience was nice,Recommended,This place has more than just breakfast. It's true to the quote that breakfast like a king. This place has the most delicious food and filling for a great great time at home when not in mood of cooking yourself breakfast. It's pocket friendly and worth all the food and taste. My family loved it a lot at home and we had a cozy time with food. My orders included bread pakoda and aloo veg sandwich. Most filling and taste worthy items. ,I ordered aloo stuffed poori and paratha with curd.The delivery was on time.The food was quite warm and delicious.The paratha was well cooked and served with curd.The food was quite healthy.This place is highly recommended and gas good value for money.,We have ordered, some stuff puri and stuff paratha's from this place which was delivered on time in a good packaging. All the food was good in quality and it was very tasty and yummy. We liked the stuffed gobi puri and stuffed paneer paratha the most, it was stuffed well and it was served with a mouthwatering pickle. I recommend this place for good quick bites to order from.,This place has a wide variety of food menu to order from. I ordered plain puri with chicken kheema, it has six puri's in it and a good amount of chicken kheema which was very delicious along with pickle and lemon rice combo, it was also very tasty and yummy. The food was delivered on time at our door step. Must order from this place for good stuff."
 Delivery Only,Bommanahalli,0,Yes,Rs. 500,"North Indian,, ,Mughlai",182,,10,,1,,,3.4,https://www.zomato.com/bangalore/embassy-dhaba-bommanahalli-bangalore,"Embassy Dhaba
                                    ",North Indian,"5.0,5.0,5.0,5.0,5.0","I got to know about Embassy Dhaba recently and tried few from the menu and the pricing was decent, so ordered Biryani Combo & Chicken Afghani. It grabbed 40+ mins to get delivered, as they are not serving pre-cooked(gravy items) food. The packaging was perfect and surprisingly I got a call from them and informed me about the temperature of the delivery & the Chef. @Embassy Dhaba, do the same to all the customers till the end of the pandemic issues.,Coming to the food, my expectation was just normal and I was not sure about the quantity what they deliver. Biryani Combo, consists of Chicken Biryani + Chicken Manchurian ( as I received), raita and soft drink. Long rice mixed with Tender...,read more,Awesome food and quality 👌"
" 85, 4th Floor, 1st Main Road, S T Bed Layout, Koramangala 4th Block, Bangalore",Koramangala 4th Block,0,No,Rs. 300,North Indian,539,,35,,1,,,3.4,https://www.zomato.com/bangalore/pankaj-caterers-koramangala-4th-block-bangalore,"Pankaj Caterers
                                    ",North Indian,"5.0,5.0,5.0,5.0,5.0","Food ,Nice food,Very hygienic and tasty food ."
" 38/1, 1st Main, 1st Cross, Dr. Vishnuvardhan Road, Mangammanapalya, Bommanahalli, Bangalore",Bommanahalli,0,No,Rs. 400,"Chinese,, ,North Indian",41,,,,1,,,3.9,https://www.zomato.com/bangalore/manoramaa-kitchen-bommanahalli-bangalore,"Manoramaa Kitchen
                                    ",Chinese,"5.0,5.0,5.0,5.0,5.0",
" 70, 15th Cross Road, Dollar Layout, 3rd Phase, JP Nagar, Bangalore",JP Nagar,0,Yes,Rs. 300,Fast Food,,,,,1,,,,https://www.zomato.com/bangalore/the-burger-stop-jp-nagar-bangalore,"The Burger Stop
                                    ",Fast Food,"5.0,5.0,5.0,5.0,5.0","Goes with the name, you really need to stop at this joint to have GREAT burgers and wings! Frankly this place is at par with a lot of restaurants I know! Great taste, good quality & quantity, lovely packing! You need to have the love for food and only then you can achieve such an amazing taste! Looks the owners of this joint definitely have a great taste for food! ,A must go to place!! Again & Again & Again!! Loving it!!,This outlet lives upto the quote ""A burger without cheese is like a hug without a squeeze"". Just dropped in for a takeaway order one of their bestsellers Classic Chicken Burger and cheesy fries. I can hands down tell that this was one of the best burgers I have tried in South Bangalore. The patties were well cooked and the right amount of veggies made it a great burger. A must visit if you are in jp nagar! ,Had a mutton burger n I loved it. Although I love meat,I  usually dont enjoy mutton burgers. But this place won my heart n tummy."
" F-1, Lower Ground 2, Mrignaini Chowk, Dilshad Colony, Dilshad Garden, New Delhi",Dilshad Garden,0,No,Rs. 350,South Indian,,114,,,1,,,3.9,https://www.zomato.com/ncr/kovilakam-dilshad-garden-new-delhi,"Kovilakam
                                    ",Quick Bites,"5.0,4.0,4.0,5.0,4.0",
" Oppsite Coach Vilaments Appartment, Ground Floor, Orchid Park, Neeladri Nagar, Electronic Road, Electronic City, Bangalore",Electronic City,0,Yes,Rs. 300,North Indian,,4,,,1,,,2.7,https://www.zomato.com/bangalore/urban-dhaba-electronic-city-bangalore,"Urban Dhaba
                                    ",Quick Bites,"4.0,5.0,5.0",
" 264, Shahid Bhagat Singh Road, Near GPO, Fort, Mumbai",Fort,0,No,Rs. 900,"North Indian,, ,Chinese,, ,Maharashtrian,, ,Fast Food",,294,,,1,,,3.9,https://www.zomato.com/mumbai/sher-e-punjab-fort,"Sher-E-Punjab
                                    ",Casual Dining,"5.0,4.0,4.0,5.0,1.0","I loved the taste of briyani,Sher-E-Punjab is one of the oldest North Indian food eateries in Mumbai. ,Recently, I was here during my visit to the city. ,#Ambience,The ambience is classy and attractive. We have 3sections on the ground floor and 1 upstairs. ,The place is beautifully illuminated and the aura favours families to come over. Though, we could find friends, colleagues, business associates etc as well. The seating was very comfortable with cushioned chairs. ,#Service,The staff is very well groomed and highly experienced and courteous. They attended us nicely and alk our requests were taken care of. ,#Food,We ordered the following-,Hari bhari tikki- It was undoubtedly the best hara bhara kebab I must...,read more,The Bombay Junkets visited Sher-E-Punjab for dinner and had their Paneer Palak with Tandoori Roti & Naan along with Jaljeera.,The food is tasty but could be a little more spicier. The quantity of food is quite great, though.,The ambience is nice and it's not too crowded. Definitely a good place for family dinners. The service is also great.,Taste - 4/5,Quantity - 5/5,Service - 5/5,Value for money - 4/5,Recommended - 4/5,Was here with my office colleagues for Boss's birthday treat. The ambience is good with Punjabi theme like curtains and portraits and good lighting. They greet us with with appetizers drink to start up. For starters we ordered  Angara kebab which was cooked perfectly and was tender enough.  Main course we had chi. Hyderabadi which was good too accompanied with Tava Paratha which was bliss. Finished off with Piping hot Gulab jamun. Overall a great experience.,Poor Quantity,Poor Taste,Over Priced"
" 158/2, Near Natraj Theatre, S.C Road, Malleshwaram, Bangalore",Malleshwaram,0,No,Rs. 450,"North Indian,, ,South Indian,, ,Chinese,, ,Street Food,, ,Beverages","7,977",200,,,1,,,"3.4,3.9",https://www.zomato.com/bangalore/savi-sagar-malleshwaram,"Savi Sagar
                                    ",Casual Dining,"4.0,2.0,1.0,5.0,5.0",
" A 110, New Ashok Nagar, Near, Vasundhra Enclave, New Delhi",Vasundhara Enclave,0,Yes,Rs. 150,North Indian,"8,374",196,,,1,,,"3.6,3.4",https://www.zomato.com/ncr/amit-hotel-vasundhara-enclave-new-delhi,"Amit Hotel
                                    ",Quick Bites,"5.0,4.0,5.0,1.0,5.0",I have thrown away that was taste less and very oily worst restaurant never use this
" Plot 12A, SD 106, Ground Floor, Jaipuria Sunrise Greens, Ahinsa Khand, Indirapuram, Ghaziabad",Indirapuram,0,No,Rs. 450,"Arabian,, ,Biryani",605,175,,,1,,,"4.1,3.9",https://www.zomato.com/ncr/shawarma-factory-1-indirapuram-ghaziabad,"Shawarma Factory
                                    ",Quick Bites,"5.0,5.0,1.0,5.0,5.0","Please let the customer know when u opening. We are missing the delicious biryanj and the mezze platter,Best Shawarma I had in Delhi...Delhi NCR.....too good to resist....Biryani is damn good too.......I highly recommend this place,I ordered before as well but didn't received such a horrible food from Shawarma Factory. I know how delicious food they are serving. They use to be one of my favorites. But after recent food I had. Shame on you Shawarma Factory. You shouldn't deliver food if you can't make it delicious. 😤,Amazing shawarmas at very affordable prices. Do try this place for some lip-smacking food and you won't regret it!,Must visit. Iove for shawrma never ends here"
" Near Shivai Darshan Building, Shivai Nagar, Road 1, Upvan, Thane West","Upvan, Thane West",0,Yes,Rs. 800,"Chinese,, ,North Indian,, ,Mughlai,, ,Seafood",864,327,,,1,,,"3.5,3.6",https://www.zomato.com/mumbai/salt-n-pepper-upvan-thane-west,"Salt N Pepper
                                    ",Casual Dining,"5.0,5.0,5.0,4.0,4.0",
" JD 21, Ashiana Chowk, Pitampura, New Delhi",Pitampura,0,No,Rs. 350,"Street Food,, ,Fast Food,, ,Beverages","3,231",305,,,1,,,"3.5,4.1",https://www.zomato.com/ncr/tilak-munjal-r-panchkuian-samose-wale-pitampura-new-delhi,"Tilak Munjal-R Panchkuian Samose Wale
                                    ",Quick Bites,"3.0,5.0,4.0,1.0,4.0","It's been more than 10 years I've been visiting this place and the taste is exactly the same. It is close to perfection.,My staple order is Samosa Chole with lassi. I love it a lot and strongly recommend you try it out.,The food is served very quickly and it is fresh and delicious.,Just one demerit, you'll have to stand and eat. Sitting isn't possible.,For offers and queries, contact the mangement.,Happy eating!,Taste is not good. Ordered via zomato"
" I-538, 4th St, Block I, Beta II, Greater Noida",Beta 2,0,Yes,Rs. 150,North Indian,957,,,,1,,,3.9,https://www.zomato.com/ncr/shri-annpoorna-food-services-beta-2-greater-noida,"Shri Annpoorna Food Services
                                    ",North Indian,"4.0,5.0,5.0,5.0,5.0",
 Delivery Only,Mayur Vihar Phase 3,0,Yes,Rs. 250,"North Indian,, ,Street Food,, ,Fast Food",593,,40,,1,,,4.1,https://www.zomato.com/ncr/brosis-kitchen-mayur-vihar-phase-3-new-delhi,"BroSis Kitchen
                                    ",North Indian,"5.0,5.0,5.0,4.0,5.0",
" G-9, Complex, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,0,No,Rs. 350,"Rolls,, ,Chinese,, ,North Indian","4,311",253,,,1,,,"3.7,3.5",https://www.zomato.com/ncr/zaika-kathi-rolls-momos-biryani-1-mayur-vihar-phase-2-new-delhi,"Zaika Kathi Roll's  Momos & Biryani
                                    ",Quick Bites,"5.0,3.0,4.0,2.0,2.0","The food was fresh, properly prepared and a great value for the price. Highly recommend it. Will be ordering again and again. love it !!!!,This place is my fav to visit for momos and rolls. ,Only drawback is that the surrounding are bit unhygienic and is beside a wine and beer shop. Otherwise it's muaah. ♥️"
" Shop 25, 26 & 27, Arcade A, Princely Estate, Secotor 76, Near Sector 72, Noida","Sector 72, Noida",0,Yes,Rs. 400,"Mithai,, ,North Indian,, ,Street Food,, ,South Indian,, ,Chinese","2,256",228,,,1,,,"2.4,3.0",https://www.zomato.com/ncr/bikaners-sector-72-noida,"Bikaner's
                                    ",Quick Bites,"1.0,2.0,5.0,5.0,1.0",
" 66, Gopal Park, Steert 5, Near Skynet WIFI Broadband Services, Chander Nagar, New Delhi","Chander Nagar, Delhi",0,No,Rs. 500,"North Indian,, ,Beverages",953,101,30,,1,,,"3.8,4.2",https://www.zomato.com/ncr/khana-khajana-chander-nagar-new-delhi,"Khana Khajana
                                    ",Quick Bites,"4.0,1.0,4.0,4.0,5.0","I ordered Paneer Lababdar and Tawa Chaap from this place this evening. Upon heating, the Paneer curdled and the curry started smelling sour. I wonder what a joke this restaurant has been playing to its customers serving stale and sour food during a health crisis. I ordered from them for the first time after reading their great reviews and high ratings. Seems like all of it is rigged at Zomato these days. To those genuinely worried about their health, PLEASE DO NOT BUY FROM THIS RESTAURANT. I even called the owner and instead of accepting his restaurant’s substandard quality of food, he started screaming and talking loudly and blaming me for the food turning bad. Horrible experience with...,read more,Khana khajana is really good place to fulfill ones craving.,Ordered ice cream from here. Timely delivered.,Proper packaging.,Amazing experience 🙌.,Mouth watering ice cream.,Must have.,Trust me guys this kitchen has the best chief all over in Delhi' the best food in Delhi"
" C-2B/90A, Janakpuri, New Delhi",Janakpuri,0,Yes,Rs. 150,"Mithai,, ,Street Food",808,116,,,1,,,"2.4,3.7",https://www.zomato.com/ncr/bikaner-sweet-india-janakpuri-new-delhi,"Bikaner Sweet India
                                    ",Sweet Shop,"1.0,3.0,1.0,5.0,5.0","Don't order anything from bikaner sweets all sweets are expiry and made many days earlier..,Customer please be alert before ordering your food from bikaner sweets,rasmalai is very good pbecause its taste is really good.authentic taste of rasmalai. He is knows for its milk product which is very rich in quality.rasmalai taste are good because in that product where was use dry fruits milk which is very rich quality. Packaging quality was very best . because the rasmalai has not dry thats why packing of that product best.its not leaking from container.,We ordered for the first time from here , pathetic experience  , chena murki was sugar coated an inch deep , soo bad that sadly i had to throw it. This review is not to put you down but requesting to improve this particular sweet. ,Chena murki is among all time favourite in punjabis. ,I’ll definately try other sweets too.,We reached there little late....still the staff over there was overwhelming and treated us soo well....food wasn't that good at all but the hospitality from staff at bikanerwala, cp was great....compliments to entire team"
" Shop 2, 34, 5th Cross, 60 Feet Main Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,0,Yes,Rs. 400,"Bakery,, ,Fast Food,, ,Desserts,, ,North Indian",252,,,Bengaluru's Finest ,1,,,4.6,https://www.zomato.com/bangalore/karachi-bakery-koramangala-5th-block-bangalore,"Karachi Bakery
                                    ",Bakery,"4.0,3.0,3.0,4.0","Good and variety of items available. This outlet is small as compare to the one is in HBR 2nd block. ,Not like the original Karachi Bakery taste. But a good place to grab some baked biscuits for family and friends get together. A little expensive but a good place to try instead of buying biscuits from the condiments store. ,Ordered a sandwich & a tea. They didnt deliver the tea saying its not available but thats when i called up bakery after missing delivery of tea was found. They didnt even refund the amount. Found them casual & careless at that. Sandwich was just about OK. Hence a rating of 3. Nothing great in snacks as such.,Bought biscuits yesterday from there it's of nice quality and taste. We had bought their chocolate delight and triple delighParking may be a problem on this road ."
" Jay Mahal Building, Opposite Income Tax Office, Jee Jee Bhoy Lane, Lalbaug, Parel, Mumbai",Parel,0,No,Rs. 500,"North Indian,, ,Seafood,, ,Malwani",,257,,,1,,,4.0,https://www.zomato.com/mumbai/mast-malwani-parel,"Mast Malwani
                                    ",Quick Bites,"4.0,5.0,4.0,5.0,4.0","Such a yummy food 😋,Mast Malwani, as Restaurant's name says it all. Usually this one is packed on Weekends, so book a table here or try it on Weekdays. Everything here is Delicious like Surmai Thali, Chicken Thali, Pomfret Thali and yes Crab Thali. I did like everything here, also Solkadi or Kokumkadi. So try this Restaurant now, I guarantee you that you will love eating here!!.. :)"
 Delivery Only,"Pali Hill, Bandra West",0,No,Rs. 500,"Bakery,, ,Desserts",112,,,,1,,,4.1,https://www.zomato.com/mumbai/bombay-bizare-baker-pali-hill-bandra-west,"Bombay Bizare Baker
                                    ",Bakery,"5.0,5.0,5.0,5.0,5.0","It was my uncle’s birthday who is allergic to gluten and during  the lockdown I had zilch idea on places that sell gluten free cake. I came across BBB and ordered a chocolate brownie cake. The delivery was well ahead of time plus the cake was just of the world. I had not expected a gluten free cake to be soooooo awesome. Thanks Mam. I will definitely recommend My friends and family Members to buy from you. ,As always, I woke up at the very last minute to order a cake for a friend's birthday at the start of the lockdown. Not wanting to use an unknown kitchen, and since I have ordered a variety of things from her before, I asked her if she could make a mango cheesecake. The cake was delicious, as always, and most certainly brightened up the day.,I ordered this cake for my friend and he loved it! Prompt replies and delivered on time as promised :) big big compliment for Tara. Thank you! ,Awesome place for great tasting cakes and great service!,If you're trying to create a company, it's like baking a cake. You have to have all the ingredients in the right proportion...Elon Musk,Bombay Bizare Baker achieves it to perfection. Be it their Carrot Cake or Mousse and the ever in-demand Chocolate Cake, the whole menu is delish. I have tried their version of Keto Cake too & must say, it was the finest I had, with just the right balance of flavors so subtly managed, it was flawless. ,The pricing is competitive & delivery, on time. ,@bombay_bizare_baker  - you rock."
" B 16, Kohinoor Premises, Aslam Compound, Saki Vihar Road, Chandivali, Mumbai",Chandivali,0,Yes,Rs. 600,"Chinese,, ,Asian,, ,Thai,, ,Healthy Food","5,385",,,,1,,,3.7,https://www.zomato.com/mumbai/hakka-express-chandivali,"Hakka Express
                                    ",Quick Bites,"4.0,5.0,5.0,2.0,5.0",
" Shop 14, Veena Apartment, Sejal Park, Behind Oshiwara Bus Depot, Link Road Goregaon West, Mumbai",Goregaon West,0,No,Rs. 50,Street Food,"1,136",,,,1,,,4.3,https://www.zomato.com/mumbai/a1-samosa-goregaon-west,"A1 Samosa
                                    ",Street Food,"1.0,2.0,5.0,2.0,5.0",
" Shop 1, SBUT Transit Block D, Khara Tank Road, Bhendi Bazaar, Near Mumbai CST Area, Mumbai",Mumbai CST Area,0,Yes,Rs. 150,"Desserts,, ,Ice Cream",105,413,,Best of Mumbai,1,,,"4.6,4.1",https://www.zomato.com/mumbai/taj-icecream-cst,"Taj Icecream
                                    ",Dessert Parlor,"5.0,4.0,4.0,1.0,5.0","Unique. Awesome. Respect the long traditional history. Taste and quality maintained. Upgrade ambience and number of outlets to give these new brands.,After having an hefty amount of food around here during Ramadan, it was time to ""target and pounce upon"" desserts to end the day on a high note. And in this search, we came across Taj Ice-Cream.,Located in the vicinity of Shalimar Restaurant, Taj Ice-cream was established in 1887, which by simple math, is 133 year olds ! Ice-creams here are made in copper sanchas.,We tried out mango ice cream and mango milkshake considering it was the month of may and we were taken aback by it's quality. The ice creams here have a distinct texture and taste compared to every ice-creams I've ever had. I could easily call it the best ice cream that I've had in my life ! TOTALLY RECOMMENDED !"
" Taj Santacruz, Chhatrapati Shivaji International Airport, Off Western Express Highway, Vile Parle East, Mumbai","Taj Santacruz, Santacruz East",1,Yes,"Rs. 2,000",Finger Food,,207,,,1,,,4.1,https://www.zomato.com/mumbai/tiqri-bar-lounge-taj-santacruz-vile-parle-east,"Tiqri Bar & Lounge - Taj Santacruz
                                    ",Lounge,"5.0,5.0,5.0,5.0,5.0","It was too late in the night but I decided to explore this place . I ordered veg platter and a red wine to chill out.Platter was really Nice and drink too. Good experience. Must visit .,EAT HEALTHY STAY HEALTHY !!!!,I had a wonderful evening with the kind, knowledgeable and fun staff at the Tiqri Lounge. I couldn’t recommend this place, or it’s cocktails, enough.,Absolutely Wonderful The Taj Service!!,The lamb burger and the Golden Spice Entice cocktail are very good. The service is attentive and accommodative of requests. "
" 29, Tavarekere Main Road, Behind Forum Mall, BTM, Bangalore",BTM,0,Yes,Rs. 800,"Continental,, ,Mexican,, ,Chinese,, ,North Indian",280,987,,Magical mist,1,,,"4.3,4.0",https://www.zomato.com/bangalore/pin-me-down-btm-bangalore,"Pin Me Down
                                    ",Casual Dining,"5.0,5.0,4.0,4.0,5.0",
" Narayana Reddy Building, 2nd Cross Road, Konappana Agrahara, Electronic City, Bangalore",Electronic City,0,Yes,Rs. 300,"South Indian,, ,Kerala,, ,Chinese,, ,Biryani",830,38,15,,1,,,"3.5,3.2",https://www.zomato.com/bangalore/bangalore-taste-electronic-city-bangalore,"Bangalore Taste
                                    ",Quick Bites,"5.0,5.0,5.0,5.0,5.0",
" Shop 2, Krishna Market, Opposite Desh Bandhu College, Kalkaji, New Delhi",Kalkaji,0,Yes,Rs. 500,"North Indian,, ,Mughlai,, ,Chinese,, ,Rolls","1,427",352,,,1,,,"3.9,4.2",https://www.zomato.com/ncr/dawat-xpress-kalkaji-new-delhi,"Dawat Xpress
                                    ",Quick Bites,"5.0,5.0,4.0,1.0,1.0",
" Shop 46, 1st Floor, Basant Lok, Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar",0,No,"Rs. 1,200","Cafe,, ,Italian,, ,Continental,, ,American,, ,Beverages",,219,,,1,,,4.1,https://www.zomato.com/ncr/7seventeen-the-house-of-crafted-food-vasant-vihar-new-delhi,"7Seventeen - The House Of Crafted Food
                                    ",Café,"5.0,5.0,5.0,5.0,5.0","Well crafted food ... amazingly delicious and best part and the actual reason of giving 5 star is the precautionary and safety measures they are taking to serve ,The delivery was safe and good. Great experience. Keep up the good work.,Just what is needed in this time of pandemic...!! Swift response with no compromise of quality... !!! Wholesome comfort food at its best... ,Awesome taste, neatly packed and safely delivered....loved it"
" 594, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,1,Yes,"Rs. 1,600","Japanese,, ,Chinese",,61,,,1,,,3.8,https://www.zomato.com/bangalore/lucky-chan-dimsum-sushi-parlour-indiranagar-bangalore,"Lucky Chan - Dimsum & Sushi Parlour
                                    ",Casual Dining,"4.0,4.0,2.0,5.0,3.0","I always say after eating food that my stomach soul is not full even though I am full in my stomach, one of those times when I am craving for just the right food and right taste. After a very long time I found my stomach soul to be content with Lucky Chan. I went with my girlfriends and all of us LOVED every bid the order we made. Food belt experience was awesome (suggestion: be little fast on the refill, belt was passing by without food in them). I’m usually excited to take pic of the food when it comes but I was more excited to taste it first and hence I don’t have pictures of the outstanding food we had. Lovely staff and very attentive, keep up the good work !! 💙,Being new is it's only usp, the conveyor belt was hugely disappointing with only 4-5 dishes on it, and with 3 pieces of sushi on it, wasn't worth the money at all, had two plates off the conveyor the Salmon and the California, they were decent. Ordered the ginger noodle soup, for someone who charge's more when a soup is split it seemed like they just made one bowl and divided into two.. why charge more then? Had the chicken roulade, again one roll split into 4 pieces. Dan Dan noodles, palm sized serving. Lucky Chan is charging rates that yuatcha does, they don't have the quality, quantity or Michelin star for it. I would definitely go to yuatcha over here any day.,Kenny was extremely hospitable and ensured we had a good time. Top notch service! Great food and lovely drinks! Peach Bellini is amazing here. In the food section, cheesey basil dim sum is to die for! Love the place. Already visited twice within a week.,They need to either get the price lower or increase the food portion."
" 11, Pandav Nagar Complex, Ganesh Nagar, Pandav Nagar, New Delhi",Pandav Nagar,0,No,Rs. 300,South Indian,"1,843",108,,,1,,,"3.7,3.8",https://www.zomato.com/ncr/south-indian-anna-madras-cafe-pandav-nagar-new-delhi,"South Indian Anna Madras Cafe
                                    ",Quick Bites,"4.0,5.0,3.0,3.0,3.0",
" 335, Near Post Office, RT Nagar, Bangalore",RT Nagar,0,Yes,Rs. 400,"South Indian,, ,North Indian,, ,Chinese","2,558",229,,,1,,,"3.9,3.7",https://www.zomato.com/bangalore/vishnu-garden-rt-nagar,"Vishnu Garden
                                    ",Quick Bites,"4.0,5.0,3.0,4.0,2.0",
" 462, 17th C Main, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,1,Yes,Rs. 900,"North Indian,, ,Chinese",311,132,,,1,,,"3.3,3.4",https://www.zomato.com/bangalore/grills-and-tandoor-koramangala-5th-block-bangalore,"Grills And Tandoor
                                    ",Casual Dining,"4.0,3.0,1.0,5.0,1.0","Pot briyani rice wasn't cooked completely, it tasted like palav. Prefered Charcoal Chicken to be a bit juicy it was dry and hard. The ambience is good and comfortable. Good service.,We went here on Sunday night around 9:45pm. These are 2 restaurants one in ground floor and one in first floor. They asked us to go to first floor through a small lift as that is where Zomato Gold is accepted. The restaurant in first floor was full empty and there was not even a single person even the manager came with us to take order from us. It looked like a deserted restaurant with foul smell of cockroaches for such they have turned on the cooling tower and rest of the place was clean with mosquitoes.,When we asked why the place was empty and where was the food be prepared and all. The manager replied that food is prepared in ground floor and it's same for both the restaurants but...,read more,Very good food nice atmosphere and ambiance tasty and fast service polite staffs hats off empire thnks,They said that zomato gold is on 3+1 not 1+1."
" 14, 1st Floor, 7th Main, Na Palya, 2nd Stage, BTM, Bangalore",BTM,0,Yes,Rs. 400,"North Indian,, ,Bengali",205,,,,1,,,3.0,https://www.zomato.com/bangalore/swad-sukh-btm-bangalore,"Swad Sukh
                                    ",North Indian,"5.0,4.0,5.0,5.0,1.0",If you want homely and authentic then this is it. Order and they will give you value for money .. keep up the good work swad sukh.. whenever i have to order my first choice is you guys...
" 2397, D Group Layout, Gidadakonenahalli, Deepa Complex Main Road, Nagarbhavi, Bangalore",Nagarbhavi,0,Yes,Rs. 400,"North Indian,, ,Biryani,, ,Chinese,, ,South Indian","12,7",529,,,1,,,"4.0,3.5",https://www.zomato.com/bangalore/restaurant-ashwa-1-nagarbhavi,"Restaurant Ashwa
                                    ",Quick Bites,"1.0,1.0,4.0,1.0,5.0","The worst food I have ever had in my life, never order anything from here.. chicken was stinking badly and paneer was more like chicken... Rice quality was worst.. ,Worst food please don’t buy from this restaurant waste of money and they made us wait for soo long to take order ... a bad dinner I ever had.palak rice was mixed of rice and green Palak chutney... if u have food in this restaurant that will be the worst experience 🥵,Nice staffs"
 Delivery Only,Vasant Kunj,0,Yes,Rs. 650,"North Indian,, ,Chinese,, ,Momos,, ,Seafood,, ,Fast Food",,,20,,1,,,,https://www.zomato.com/ncr/crazy-masala-vasant-kunj-new-delhi,"Crazy Masala
                                    ",North Indian,"5.0,5.0,5.0,5.0,5.0","This place serves chinese food ,sea food , non vegetarian  and vegetarian meals along with rice, breads and raita.,I ordered food from here and it was packed very nicely. ,Food was great and quantity was good .,Rates are also affordable. ,I placed an online order from this place as my friend suggested me this place.,The food was freshly prepared and packed very nicely and the food was very hygienic as well.,The really loved the quantity.,Overall nice experience.👍🏻,Ordered mutton korma and rumali roti. One of the most amazing mutton I've had since a long time, amazing taste!"
" G-23/19-20, Sector 7, Opposite Government School, Rohini, New Delhi",Rohini,0,No,Rs. 300,North Indian,"1,383",,,,1,,,3.9,https://www.zomato.com/ncr/gulshan-di-chaap-rohini-new-delhi,"Gulshan Di Chaap
                                    ",North Indian,"4.0,4.0,2.0,2.0,4.0","Paneer tikka was just awesome...........,I know the pictures are looking tempting but the food is literally tasteless ! ,Had one malaii tikka roll ! And one masala chaap with rumali roti ! ,Malai roll had no malai and the masala chaap was average too ! It should have been tossed in gravy since we ordered it with rumali roti ! I hardly had 25% of my meal ! ,Though The outlet was a great deal an year ago during my last visit ! but disappointed this one .,The food is average. I had aghani malayi chap roll and masala chap with rumali roti. Both were Average in taste. Price is bit high as compared to the taste. Although quantity is good enough.,The chaap of this restaurant is normal but malai chaap is good, but they charge extra for cream which is a must for malai chaap. Cost is also bit expensive. Else everything was fine."
" 17-18, Jangpura Extension Market, Jangpura, New Delhi",Jangpura,0,No,Rs. 600,"North Indian,, ,Mughlai",569,302,,,1,,,"3.7,4.0",https://www.zomato.com/ncr/om-hotel-jangpura-new-delhi,"Om Hotel
                                    ",Casual Dining,"5.0,5.0,5.0,3.0,1.0","This is one of the best place to enjoy food. Extremely delicious and hygienic food.  Staff is well behaved and courteous... ,Awesome veg food, loved karai paneer. Quality of roti is awesome, very soft roti and paranthas ... will order again soon,This old fashioned restaurant was visited by me in the hope that it’s food would be great. However, when I ordered mutton curry and butter chicken, I wasn’t happy with cooking. The gravy in both were too thick and hardly tasty. To top it, the plain rotis were slightly burnt in the tandoor and gave a bitter after taste because of the carbon. ,Om hotel is no more what it used to be earlier."
" SCO 38, Main Market, Sector 29, Gurgaon","Sector 29, Gurgaon",0,No,"Rs. 1,600","Bar Food,, ,Chinese,, ,Italian,, ,Fast Food,, ,North Indian,, ,Continental",,1865,,Microbreweries,1,,,4.5,https://www.zomato.com/ncr/bronx-brewery-bar-sector-29-gurgaon,"Bronx Brewery & Bar
                                    ",Microbrewery,"3.0,4.0,5.0,4.0,4.0",
